No.,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,Output
84,8000.0,24.2,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.2,23.8,23.9,22.8,24.7
85,8000.0,24.2,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.2,23.8,24.0,22.8,24.925
86,8000.0,24.2,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.1,23.8,24.0,22.8,25.0
87,7999.0,24.2,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.2,23.8,24.0,22.8,25.0
88,7999.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.2,23.8,24.0,22.8,25.87857142857143
89,7999.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.1,23.8,24.0,22.8,26.596
90,8000.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.2,23.8,24.0,22.8,25.615384615384617
91,8000.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.1,23.8,24.0,22.8,26.5375
92,7999.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.1,23.8,24.0,22.7,27.25
93,8000.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.1,23.8,24.0,22.7,26.96
94,8000.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.6,23.1,23.7,24.0,22.8,27.2
95,8000.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.8,27.65
96,8000.0,24.3,23.6,23.6,23.7,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.7
97,8000.0,24.4,23.6,23.6,23.7,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.8
98,7999.0,24.4,23.6,23.6,23.7,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.8
99,8000.0,24.4,23.6,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.8,27.5
100,7999.0,24.4,23.6,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.833333333333336
101,8000.0,24.4,23.6,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.60909090909091
102,7999.0,24.4,23.6,23.6,23.8,23.9,24.3,23.5,23.7,23.1,23.8,24.0,22.7,28.4
103,8000.0,24.4,23.6,23.6,23.8,23.9,24.3,23.5,23.7,23.1,23.7,24.0,22.7,27.6
104,8000.0,24.4,23.6,23.6,23.8,23.9,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.900000000000002
105,7999.0,24.4,23.6,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.7,24.0,22.7,27.950000000000003
106,8000.0,24.4,23.6,23.6,23.8,23.8,24.3,23.6,23.7,23.1,23.8,24.0,22.7,27.65
107,7999.0,24.4,23.6,23.6,23.8,23.8,24.3,23.6,23.7,23.1,23.8,24.0,22.7,27.8
108,7999.0,24.4,23.6,23.6,23.8,23.8,24.3,23.6,23.7,23.1,23.7,24.0,22.7,27.8
109,8000.0,24.4,23.6,23.6,23.8,23.8,24.3,23.6,23.7,23.1,23.7,24.0,22.7,27.6
110,7999.0,24.4,23.7,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.7,24.0,22.7,27.725
111,8000.0,24.4,23.7,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.7,24.0,22.7,27.5
112,8000.0,24.4,23.7,23.6,23.8,23.8,24.3,23.5,23.7,23.1,23.8,24.0,22.7,27.2
113,8000.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.1,23.7,24.0,22.7,27.65
114,8000.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.0,23.7,24.0,22.7,28.566666666666666
115,7999.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.1,23.7,24.0,22.7,27.950000000000003
116,7999.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.0,23.7,24.0,22.7,28.74
117,7999.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,23.0,23.7,24.0,22.7,28.7
118,8000.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,23.0,23.7,24.0,22.7,28.7
119,7999.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.7,28.57142857142857
120,8000.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.7,28.711111111111112
121,8000.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.7,28.666666666666668
122,7999.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.7,28.9
123,8000.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.6,28.67142857142857
124,7999.0,24.4,23.7,23.6,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.6,28.7
125,7999.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,23.0,23.7,23.9,22.6,28.775
126,8000.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,22.9,23.7,23.9,22.6,29.5
127,7999.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,22.9,23.7,23.9,22.6,29.47142857142857
128,8000.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.628125
129,7999.0,24.4,23.7,23.7,23.8,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.62857142857143
130,7999.0,24.4,23.7,23.7,23.9,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.65357142857143
131,8000.0,24.4,23.7,23.7,23.9,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.632608695652173
132,7999.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.692307692307693
133,8000.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.644444444444446
134,8000.0,24.5,23.7,23.7,23.8,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.6
135,7999.0,24.5,23.7,23.7,23.8,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.6,29.8
136,8000.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.7,29.675
137,7999.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,22.9,23.6,23.9,22.7,29.6
138,7999.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,23.0,23.6,23.9,22.7,29.5
139,8000.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,23.0,23.6,23.9,22.7,29.7
140,8000.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,23.0,23.6,24.0,22.7,29.675
141,8000.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,23.0,23.7,24.0,22.7,29.67142857142857
142,7999.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,23.0,23.7,24.0,22.7,29.621428571428574
143,7999.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.7,23.0,23.6,24.0,22.7,29.6
144,8000.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.8,23.0,23.7,24.0,22.7,29.675
145,7999.0,24.5,23.7,23.7,23.9,23.9,24.3,23.6,23.8,23.0,23.7,24.0,22.7,29.6
146,8000.0,24.5,23.7,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.0,22.7,29.65
147,7999.0,24.5,23.7,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.0,22.7,29.525
148,8000.0,24.5,23.7,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.1,22.7,29.7
149,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.1,22.7,30.866666666666667
150,7999.0,24.5,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.1,22.7,30.6
151,8000.0,24.6,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.1,22.7,30.950000000000003
152,8000.0,24.5,23.8,23.8,23.9,24.0,24.3,23.7,23.8,23.0,23.7,24.1,22.7,30.950000000000003
153,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.0,23.7,24.1,22.7,30.95
154,7999.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.0,23.7,24.1,22.7,31.0
155,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.0,23.7,24.1,22.8,31.0
156,7999.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.0,23.7,24.1,22.8,31.1
157,7999.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.1,22.8,30.8
158,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.1,22.8,30.8
159,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.1,22.8,30.900000000000002
160,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.0,23.7,24.1,22.8,31.25
161,7999.0,24.5,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.1,22.8,30.8
162,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.2,22.8,31.1
163,8000.0,24.6,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.2,22.8,30.8
164,7999.0,24.6,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.1,22.8,30.8
165,8000.0,24.6,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.1,22.8,31.1
166,7999.0,24.6,23.8,23.7,23.9,24.0,24.3,23.6,23.8,23.1,23.7,24.2,22.8,31.1
167,7999.0,24.6,23.8,23.8,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.2,22.8,31.081818181818182
168,7999.0,24.6,23.8,23.8,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.1,22.8,31.4
169,8000.0,24.6,23.8,23.8,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.2,22.8,30.875
170,8000.0,24.5,23.8,23.8,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.2,22.8,30.8
171,7999.0,24.5,23.8,23.8,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.2,22.8,30.8
172,8000.0,24.5,23.8,23.7,23.9,24.0,24.4,23.7,23.8,23.1,23.7,24.2,22.8,30.7
173,8000.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.2,22.8,31.2
174,7999.0,24.5,23.8,23.7,23.9,24.0,24.3,23.7,23.8,23.1,23.7,24.2,22.8,31.1
175,8000.0,24.6,23.8,23.7,23.9,24.0,24.4,23.7,23.8,23.1,23.7,24.2,22.8,31.1
176,7999.0,24.6,23.8,23.7,23.9,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,31.4
177,8000.0,24.6,23.8,23.8,23.9,24.0,24.4,23.7,23.8,23.1,23.7,24.2,22.8,30.900000000000002
178,7999.0,24.6,23.8,23.8,23.9,24.0,24.4,23.7,23.8,23.1,23.7,24.2,22.8,31.1
179,7999.0,24.6,23.8,23.8,23.9,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,30.5
180,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,30.8
181,7999.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,31.4
182,8000.0,24.5,23.8,23.7,23.9,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,30.714285714285715
183,7999.0,24.5,23.8,23.7,23.9,24.0,24.4,23.7,23.8,23.1,23.7,24.2,22.8,31.1
184,7999.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,30.92
185,8000.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.2,22.8,30.725
186,8000.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.8,30.8
187,8000.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.9,30.75
188,7999.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.9,31.1
189,7999.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.8,31.1
190,8000.0,24.6,23.8,23.8,23.9,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.9,30.8
191,7999.0,24.6,23.8,23.8,23.9,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.9,30.900000000000002
192,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.9,30.923529411764708
193,7999.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.8,24.3,22.9,30.827272727272728
194,7999.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.8,24.3,22.9,30.96829268292683
195,8000.0,24.5,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.8,24.3,22.9,30.8
196,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.8,24.3,22.9,30.975925925925928
197,7999.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.9,24.3,22.9,30.8
198,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.9,24.3,22.9,30.900000000000002
199,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.8,24.4,22.9,30.8
200,7999.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.8,24.4,22.9,30.5
201,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.9,24.4,22.9,30.916129032258066
202,7999.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.2,23.9,24.4,22.9,30.917391304347827
203,8000.0,24.6,23.8,23.8,24.0,24.0,24.4,23.7,23.8,23.1,23.9,24.4,22.9,30.900000000000002
204,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.3,22.9,30.8
205,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.3,22.9,30.740000000000002
206,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.4,22.9,30.95
207,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.4,23.0,30.875
208,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.4,22.9,30.98
209,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.4,23.0,31.045454545454547
210,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.4,23.0,30.86
211,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.4,23.0,31.1
212,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.4,22.9,31.1
213,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.3,23.0,31.01818181818182
214,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.8,23.2,23.9,24.3,23.0,31.1
215,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,30.885714285714286
216,7999.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.3,22.9,30.86842105263158
217,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,31.066666666666666
218,8000.0,24.6,23.8,23.8,24.0,24.1,24.4,23.7,23.9,23.2,23.9,24.3,22.9,30.92857142857143
219,8000.0,24.6,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,30.95
220,7999.0,24.6,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,30.78421052631579
221,7999.0,24.6,23.8,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,30.740000000000002
222,8000.0,24.6,23.8,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,30.95
223,7999.0,24.6,23.9,23.8,24.1,24.1,24.5,23.7,23.9,23.2,23.9,24.3,23.0,30.8
224,1693.0,24.6,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,31.4
225,0.0,24.6,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,27.566666666666666
226,0.0,24.6,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,22.9,26.6
227,0.0,24.5,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,23.0,27.3
228,0.0,24.5,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,22.9,26.9
229,0.0,24.4,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,22.9,27.84285714285714
230,8000.0,24.4,23.9,23.8,24.1,24.1,24.4,23.7,23.9,23.2,23.9,24.3,22.9,31.075
231,8000.0,24.2,23.9,23.9,24.1,24.1,24.4,23.8,23.9,23.2,23.9,24.3,22.9,33.2
